client_id,client_name,client_type,sector,sector_risk,country,pep_flag,sanctions_flag,fatf_country_flag,ofac_country_flag,sectoral_sanctions_flag,ownership_opacity_score
1250,"Williamson, Torres and Cole",Individual,Casino/Gambling,High,AF,0,0,0,0,0,0.0
1251,Erickson-Cervantes,Individual,Tech,Low,RU,0,0,0,1,0,0.0
1252,"Hughes, Nelson and Gibson",NGO,Real Estate,Medium,AE,0,0,0,0,0,0.5
1253,Valdez PLC,Financial Institution,Defense/Arms,High,UK,0,0,0,0,1,0.0
1254,Simmons Inc,NGO,Energy/Oil,High,RU,0,0,0,1,1,1.0
1255,"Smith, Williams and Anderson",Corporate,Defense/Arms,High,DE,0,0,0,0,1,1.0
1256,Wright-Alvarez,NGO,Retail,Low,SG,0,0,0,0,0,0.0
1257,Graham Inc,Individual,Energy/Oil,High,KP,0,0,1,1,1,0.0
1258,Vaughn-King,Financial Institution,Retail,Low,RU,0,0,0,1,0,0.0
1259,Carr-Mcdaniel,NGO,Defense/Arms,High,AU,0,0,0,0,1,0.0
1260,Gregory-Moore,Corporate,Tech,Low,DE,0,0,0,0,0,0.5
1261,Brown Inc,Corporate,Real Estate,Medium,CA,1,0,0,0,0,0.0
1262,"Wagner, Gonzales and Becker",NGO,Retail,Low,IN,1,0,0,0,0,0.0
1263,"Martin, Davis and Thompson",Financial Institution,Tech,Low,RU,0,0,0,1,0,0.0
1264,"Acosta, Avery and Robertson",NGO,Defense/Arms,High,JP,0,0,0,0,1,0.0
1265,"Stevenson, Lee and Ward",Individual,Import/Export,Medium,SD,0,0,0,1,0,0.0
1266,Rose-Coleman,Individual,Crypto Exchange,High,SY,0,0,0,1,0,0.0
1267,Maddox PLC,Individual,Retail,Low,JP,0,0,0,0,0,0.0
1268,Cox-Gutierrez,Financial Institution,Tech,Low,CA,0,0,0,0,0,0.0
1269,Fields Ltd,Financial Institution,Retail,Low,RU,0,0,0,1,0,0.0
1270,"Murphy, Green and Herrera",NGO,Real Estate,Medium,SY,0,0,0,1,0,1.0
1271,Estrada-Salinas,Financial Institution,Crypto Exchange,High,US,0,0,0,0,0,0.0
1272,Cox-James,Corporate,Import/Export,Medium,CA,0,0,0,0,0,0.0
1273,"Romero, Velasquez and Hill",Corporate,Consulting,Low,AU,0,0,0,0,0,0.0
1274,Kelly Group,NGO,Real Estate,Medium,CA,0,0,0,0,0,0.5
1275,Reid and Sons,Individual,Tech,Low,AE,0,0,0,0,0,0.0
1276,Roberts LLC,Individual,Energy/Oil,High,SG,0,0,0,0,1,0.0
1277,Baird PLC,Financial Institution,Real Estate,Medium,DE,0,0,0,0,0,0.0
1278,Clark-Sullivan,NGO,Tech,Low,SY,0,0,0,1,0,0.0
1279,"Cook, Green and Bartlett",Corporate,Casino/Gambling,High,JP,0,0,0,0,0,0.5
1280,Lloyd PLC,Corporate,Casino/Gambling,High,RU,0,0,0,1,0,1.0
1281,Flores-Aguilar,Individual,Energy/Oil,High,FR,0,0,0,0,1,0.0
1282,Perez-Harmon,Individual,Retail,Low,CA,0,0,0,0,0,0.0
1283,"Fowler, Smith and Bishop",NGO,Defense/Arms,High,VE,0,1,0,1,1,0.0
1284,Fuller LLC,Individual,NGO/Charity,High,AE,0,0,0,0,0,0.0
1285,"Ramos, Cortez and Williams",Individual,Consulting,Low,AE,0,0,0,0,0,0.0
1286,"Kelly, Jones and Barron",Financial Institution,NGO/Charity,High,CA,0,0,0,0,0,0.0
1287,Salazar-Baird,Corporate,Consulting,Low,LB,0,0,0,0,0,0.0
1288,Howell and Sons,NGO,Defense/Arms,High,AU,0,0,0,0,1,0.0
1289,Mcclain-Hudson,Corporate,Financial Services,Medium,AF,0,0,0,0,1,0.5
1290,Hernandez-Fernandez,Individual,Import/Export,Medium,AU,0,0,0,0,0,0.0
1291,Mcdonald LLC,Individual,Financial Services,Medium,CH,0,0,0,0,1,0.0
1292,Ross LLC,Financial Institution,NGO/Charity,High,KP,0,0,1,1,0,0.0
1293,Allen-Anderson,Financial Institution,Financial Services,Medium,AF,0,0,0,0,1,0.0
1294,Williams Group,Financial Institution,Tech,Low,SY,0,0,0,1,0,0.0
1295,Serrano PLC,NGO,Financial Services,Medium,CN,0,0,0,0,1,0.5
1296,Cook Inc,NGO,Tech,Low,NL,1,0,0,0,0,0.0
1297,Garcia-Bird,Financial Institution,Consulting,Low,VE,0,0,0,1,0,0.0
1298,Decker Ltd,Corporate,Retail,Low,FR,0,0,0,0,0,0.0
1299,"Kelly, Arias and Pacheco",Financial Institution,Defense/Arms,High,VE,0,0,0,1,1,0.0
1300,"Nguyen, Hill and Warner",Financial Institution,Energy/Oil,High,IR,0,0,1,1,1,0.0
1301,Turner LLC,Individual,Casino/Gambling,High,SY,0,0,0,1,0,0.0
1302,Harrington-Alvarez,NGO,Import/Export,Medium,RU,0,0,0,1,0,0.0
1303,Lawson-Ochoa,NGO,Retail,Low,VE,1,0,0,1,0,0.0
1304,"Wheeler, Meyer and Marshall",Financial Institution,Real Estate,Medium,UK,1,0,0,0,0,0.0
1305,"Sanders, Smith and Rodgers",Financial Institution,Energy/Oil,High,LB,0,0,0,0,1,0.0
1306,Kane-Webster,NGO,Crypto Exchange,High,SG,0,0,0,0,0,0.0
1307,"Ramos, Burns and Foster",Individual,Tech,Low,IR,0,0,1,1,0,0.0
1308,"Figueroa, Velazquez and Adams",Corporate,Financial Services,Medium,KP,0,0,1,1,1,0.0
1309,Harris-Stafford,NGO,Defense/Arms,High,AF,0,0,0,0,1,0.0
1310,"Atkinson, Melton and Bennett",Corporate,Crypto Exchange,High,SD,0,0,0,1,0,1.0
1311,Quinn-Anderson,Individual,Crypto Exchange,High,RU,0,0,0,1,0,0.0
1312,Burns-Miller,Individual,NGO/Charity,High,US,0,0,0,0,0,0.0
1313,Ellis Group,NGO,Import/Export,Medium,DE,0,0,0,0,0,0.0
1314,Henry-Morgan,Financial Institution,Consulting,Low,AE,0,0,0,0,0,0.0
1315,Obrien-West,NGO,Import/Export,Medium,AE,0,0,0,0,0,1.0
1316,Morgan-Rogers,NGO,Retail,Low,SY,0,0,0,1,0,0.0
1317,Harrison-Jimenez,Financial Institution,Casino/Gambling,High,SG,0,0,0,0,0,0.0
1318,Meyers-Gonzalez,Individual,Tech,Low,DE,0,0,0,0,0,0.0
1319,Torres-Knight,Financial Institution,Financial Services,Medium,AE,0,0,0,0,1,0.0
1320,Johnson Inc,Corporate,Tech,Low,AF,0,0,0,0,0,0.0
1321,"Zavala, Perez and Thompson",Individual,Tech,Low,DE,0,0,0,0,0,0.0
1322,Hubbard-Boyd,Corporate,NGO/Charity,High,AE,0,0,0,0,0,0.5
1323,"Gregory, Fisher and Joyce",NGO,Retail,Low,SY,0,1,0,1,0,0.0
1324,"Davidson, Holloway and Rodriguez",Corporate,Consulting,Low,NL,0,0,0,0,0,0.0
1325,Chan Group,Individual,Import/Export,Medium,NL,0,0,0,0,0,0.0
1326,"Keith, Thomas and Williams",Individual,Energy/Oil,High,AE,0,0,0,0,1,0.0
1327,"Roman, Greer and Conrad",Individual,Consulting,Low,AF,0,0,0,0,0,0.0
1328,Beck Ltd,Individual,Consulting,Low,CA,0,0,0,0,0,0.0
1329,"Smith, Francis and Fields",Individual,Tech,Low,AE,0,0,0,0,0,0.0
1330,"Burke, Miller and Keith",Financial Institution,Financial Services,Medium,AF,0,0,0,0,1,0.0
1331,"Lewis, Roberts and Miller",NGO,Financial Services,Medium,CA,0,0,0,0,1,0.0
1332,"Singleton, Simpson and Fox",Corporate,Real Estate,Medium,CH,0,0,0,0,0,0.0
1333,Brown Inc,Corporate,NGO/Charity,High,RU,0,0,0,1,0,0.0
1334,Jimenez-Hamilton,Corporate,Import/Export,Medium,SD,0,0,0,1,0,1.0
1335,"Burch, Martin and Murphy",Corporate,NGO/Charity,High,JP,0,0,0,0,0,0.0
1336,"Morris, Stewart and Jacobson",NGO,Tech,Low,AF,0,0,0,0,0,0.0
1337,"Escobar, Chavez and Gillespie",Financial Institution,Real Estate,Medium,LB,0,0,0,0,0,0.0
1338,"Rojas, Porter and Davidson",NGO,Tech,Low,AU,0,0,0,0,0,0.0
1339,"Lindsey, Allen and Wilcox",Corporate,Retail,Low,LB,1,0,0,0,0,0.0
1340,Johnson-Park,Financial Institution,Import/Export,Medium,VE,0,0,0,1,0,0.0
1341,Garcia-Hill,NGO,Tech,Low,UK,0,0,0,0,0,0.5
1342,Ross-Stewart,Corporate,Real Estate,Medium,LB,0,0,0,0,0,0.5
1343,Johnson-Brown,Corporate,Casino/Gambling,High,CH,0,0,0,0,0,0.5
1344,"Holder, Fisher and Allen",Corporate,Financial Services,Medium,CN,0,0,0,0,1,0.0
1345,Gutierrez LLC,NGO,Retail,Low,IR,0,0,1,1,0,0.0
1346,Murphy Inc,Individual,Import/Export,Medium,FR,0,0,0,0,0,0.0
1347,Silva Inc,NGO,NGO/Charity,High,KP,0,0,1,1,0,0.0
1348,Evans Inc,NGO,Defense/Arms,High,KP,0,0,1,1,1,0.0
1349,Carr-Williams,Corporate,NGO/Charity,High,NL,0,0,0,0,0,0.0
1350,Benson-White,Financial Institution,Defense/Arms,High,SG,0,1,0,0,1,0.0
1351,Wilkins-Brown,NGO,Consulting,Low,IN,0,0,0,0,0,1.0
1352,Cannon PLC,Individual,Energy/Oil,High,VE,0,0,0,1,1,0.0
1353,"Sanford, Griffin and Ortiz",NGO,Consulting,Low,CN,0,0,0,0,0,0.5
1354,Mueller-Davis,Corporate,Financial Services,Medium,CN,0,0,0,0,1,1.0
1355,"Perry, Diaz and Brown",Financial Institution,Energy/Oil,High,CA,0,0,0,0,1,0.0
1356,Perez and Sons,Corporate,Energy/Oil,High,UK,0,0,0,0,1,0.5
1357,Fletcher-Miles,Corporate,Energy/Oil,High,AU,0,0,0,0,1,0.0
1358,Rose LLC,Corporate,Casino/Gambling,High,CH,0,0,0,0,0,0.0
1359,White-Jackson,Financial Institution,Real Estate,Medium,NL,0,0,0,0,0,0.0
1360,Richardson LLC,Corporate,Financial Services,Medium,IR,0,0,1,1,1,0.5
1361,"Mack, Smith and Richardson",Financial Institution,Financial Services,Medium,IN,1,0,0,0,1,0.0
1362,Weaver and Sons,NGO,Import/Export,Medium,IN,0,0,0,0,0,0.0
1363,Buchanan-Drake,Corporate,Tech,Low,DE,0,0,0,0,0,1.0
1364,Alvarado-Wallace,Corporate,Retail,Low,DE,0,0,0,0,0,0.0
1365,Mcdonald and Sons,Individual,Import/Export,Medium,CN,0,0,0,0,0,0.0
1366,"Allen, Gomez and Thompson",Financial Institution,Real Estate,Medium,RU,0,0,0,1,0,0.0
1367,Moore Group,NGO,NGO/Charity,High,AE,0,0,0,0,0,0.0
1368,House Inc,Financial Institution,Casino/Gambling,High,VE,0,0,0,1,0,0.0
1369,Watkins PLC,Financial Institution,Casino/Gambling,High,SG,0,0,0,0,0,0.0
1370,"David, Gordon and Richardson",Individual,Import/Export,Medium,IN,0,0,0,0,0,0.0
1371,"Cunningham, Williams and Flores",NGO,Real Estate,Medium,IR,0,0,1,1,0,0.0
1372,Swanson PLC,Corporate,Import/Export,Medium,FR,0,0,0,0,0,0.0
1373,Bridges-Moore,Individual,Retail,Low,JP,0,0,0,0,0,0.0
1374,Rodriguez-Lewis,Individual,Real Estate,Medium,CN,0,0,0,0,0,0.0
1375,Daniel-Davies,Individual,Financial Services,Medium,AF,1,0,0,0,1,0.0
1376,Alexander PLC,Corporate,Casino/Gambling,High,DE,0,0,0,0,0,0.0
1377,Watson LLC,Corporate,Import/Export,Medium,VE,1,0,0,1,0,0.0
1378,"Collier, Williams and Harris",NGO,Defense/Arms,High,UK,0,0,0,0,1,1.0
1379,Duffy-Owens,Financial Institution,Tech,Low,JP,0,0,0,0,0,0.0
1380,"Gardner, Price and Adams",NGO,Energy/Oil,High,CA,0,0,0,0,1,0.0
1381,Proctor and Sons,Financial Institution,Casino/Gambling,High,KP,0,0,1,1,0,0.0
1382,Smith-Maxwell,Individual,Consulting,Low,RU,0,0,0,1,0,0.0
1383,Doyle-Johnson,Individual,Financial Services,Medium,FR,0,0,0,0,1,0.0
1384,"Harvey, Diaz and Mcmahon",Corporate,Import/Export,Medium,NL,1,0,0,0,0,0.0
1385,"Gray, Parker and Mendez",Financial Institution,NGO/Charity,High,CA,0,0,0,0,0,0.0
1386,"Harmon, Maldonado and Martinez",Corporate,Retail,Low,FR,0,0,0,0,0,0.0
1387,"Soto, Browning and Turner",NGO,Casino/Gambling,High,US,0,0,0,0,0,0.0
1388,"Gardner, Miranda and Horton",NGO,Import/Export,Medium,IN,0,0,0,0,0,0.0
1389,Davis-Owen,Financial Institution,Casino/Gambling,High,UK,0,0,0,0,0,0.0
1390,"Evans, Tapia and Smith",Individual,Crypto Exchange,High,CH,0,0,0,0,0,0.0
1391,Gutierrez-Myers,Financial Institution,Crypto Exchange,High,AE,0,0,0,0,0,0.0
1392,Ross PLC,Corporate,NGO/Charity,High,AF,0,0,0,0,0,0.5
1393,"Taylor, Hernandez and Smith",NGO,Consulting,Low,US,0,0,0,0,0,0.0
1394,Fowler Inc,Corporate,Defense/Arms,High,SY,0,0,0,1,1,0.0
1395,May-King,Individual,Energy/Oil,High,IR,1,0,1,1,1,0.0
1396,"Singleton, Mcintyre and Newman",NGO,Financial Services,Medium,SD,0,0,0,1,1,0.0
1397,"Olson, Dorsey and Smith",Financial Institution,Tech,Low,KP,0,0,1,1,0,0.0
1398,Chambers LLC,NGO,Import/Export,Medium,FR,0,0,0,0,0,0.0
1399,Johns-Reid,Corporate,Financial Services,Medium,CA,0,0,0,0,1,0.0
1400,Valdez-Richardson,Individual,Crypto Exchange,High,SY,0,0,0,1,0,0.0
1401,Fuller-Ewing,NGO,Casino/Gambling,High,DE,0,0,0,0,0,0.0
1402,Peterson-Hernandez,Individual,Casino/Gambling,High,VE,0,0,0,1,0,0.0
1403,"George, Miles and Fletcher",Financial Institution,Financial Services,Medium,JP,0,0,0,0,1,0.0
1404,Martin-Santos,Corporate,Real Estate,Medium,JP,0,0,0,0,0,1.0
1405,Scott-Adams,Corporate,Real Estate,Medium,NL,0,0,0,0,0,0.0
1406,Berry-Hernandez,Individual,Consulting,Low,SG,0,0,0,0,0,0.0
1407,"White, Scott and Zimmerman",NGO,Casino/Gambling,High,JP,0,0,0,0,0,1.0
1408,Lewis Group,Individual,Financial Services,Medium,SY,0,0,0,1,1,0.0
1409,"Mora, Norton and Golden",Corporate,Real Estate,Medium,IR,0,0,1,1,0,0.5
1410,"Martin, Cline and King",NGO,Crypto Exchange,High,CH,0,0,0,0,0,0.0
1411,Morrison-Shaw,Individual,Casino/Gambling,High,AF,0,0,0,0,0,0.0
1412,"Murray, Kemp and Williams",Financial Institution,Crypto Exchange,High,IN,0,0,0,0,0,0.0
1413,Johnson-Pearson,NGO,Crypto Exchange,High,JP,0,0,0,0,0,0.0
1414,Smith Inc,Individual,Retail,Low,CA,0,0,0,0,0,0.0
1415,Rice-Davis,Corporate,Consulting,Low,LB,0,0,0,0,0,1.0
1416,Ramos PLC,NGO,Casino/Gambling,High,US,0,0,0,0,0,0.0
1417,"Hughes, Berry and Acosta",NGO,Consulting,Low,AU,0,0,0,0,0,0.0
1418,Harris PLC,Financial Institution,Import/Export,Medium,US,0,0,0,0,0,0.0
1419,"White, Krause and Jones",NGO,Real Estate,Medium,JP,0,0,0,0,0,0.5
1420,"Thomas, White and Escobar",Financial Institution,Defense/Arms,High,SD,0,0,0,1,1,0.0
1421,"Mosley, Lawrence and Christensen",Financial Institution,Crypto Exchange,High,US,0,1,0,0,0,0.0
1422,Bailey Ltd,Individual,Financial Services,Medium,NL,0,0,0,0,1,0.0
1423,"Terrell, Torres and Sanchez",Financial Institution,Retail,Low,VE,0,0,0,1,0,0.0
1424,"Walker, Warren and Beasley",Financial Institution,Casino/Gambling,High,SD,0,0,0,1,0,0.0
1425,Fuller LLC,Corporate,NGO/Charity,High,IN,0,0,0,0,0,0.5
1426,"Smith, Valencia and Robbins",Individual,Import/Export,Medium,IR,0,0,1,1,0,0.0
1427,Bennett Ltd,Corporate,Consulting,Low,US,0,0,0,0,0,0.0
1428,"Bradley, Page and Marsh",Corporate,Tech,Low,CH,0,0,0,0,0,1.0
1429,Cordova-Humphrey,Financial Institution,Casino/Gambling,High,IN,0,0,0,0,0,0.0
1430,Ferguson LLC,Corporate,Real Estate,Medium,SG,0,0,0,0,0,0.0
1431,Mendoza-Flores,Corporate,Import/Export,Medium,NL,0,0,0,0,0,0.0
1432,Porter PLC,Individual,Retail,Low,AU,0,0,0,0,0,0.0
1433,"Lozano, Oconnell and Tapia",Individual,Casino/Gambling,High,VE,0,1,0,1,0,0.0
1434,"Graham, Johnson and Lee",Financial Institution,Import/Export,Medium,SY,0,0,0,1,0,0.0
1435,"Calhoun, Moore and Buck",Corporate,Tech,Low,DE,0,0,0,0,0,0.5
1436,Chang PLC,Corporate,Import/Export,Medium,SD,0,0,0,1,0,0.0
1437,Huffman-Shannon,NGO,Real Estate,Medium,DE,0,0,0,0,0,0.0
1438,Ramirez-Mckenzie,Corporate,Consulting,Low,SD,0,0,0,1,0,0.5
1439,"Caldwell, Garcia and James",NGO,Crypto Exchange,High,AF,0,0,0,0,0,0.0
1440,"Edwards, Delacruz and Sutton",Financial Institution,NGO/Charity,High,US,0,0,0,0,0,0.0
1441,"Noble, Anderson and Hunter",Corporate,Import/Export,Medium,AE,0,0,0,0,0,0.0
1442,"Hansen, Page and Jackson",Financial Institution,Defense/Arms,High,SY,0,0,0,1,1,0.0
1443,Thomas-Rose,Corporate,Defense/Arms,High,CH,0,0,0,0,1,0.0
1444,Novak-Adkins,NGO,NGO/Charity,High,SD,0,0,0,1,0,0.0
1445,Gonzales LLC,NGO,NGO/Charity,High,AF,0,0,0,0,0,0.5
1446,"Wright, Marshall and Taylor",Individual,Defense/Arms,High,JP,0,0,0,0,1,0.0
1447,Greene and Sons,Individual,Crypto Exchange,High,US,0,0,0,0,0,0.0
1448,Summers PLC,Financial Institution,Import/Export,Medium,SD,0,0,0,1,0,0.0
1449,"Hernandez, Lee and Carroll",NGO,Financial Services,Medium,CA,0,0,0,0,1,0.0
1450,Spence-Silva,Corporate,Financial Services,Medium,DE,0,0,0,0,1,0.0
1451,Reyes-Reynolds,Individual,Retail,Low,AU,0,0,0,0,0,0.0
1452,Carlson-Rodriguez,Financial Institution,Financial Services,Medium,IN,0,0,0,0,1,0.0
1453,"Watson, Watson and Boone",Individual,Financial Services,Medium,SD,0,0,0,1,1,0.0
1454,"Sharp, Hughes and Green",Financial Institution,Retail,Low,LB,0,0,0,0,0,0.0
1455,"Farrell, Weaver and Clark",Financial Institution,Import/Export,Medium,LB,0,0,0,0,0,0.0
1456,Parks Ltd,Individual,NGO/Charity,High,CH,0,0,0,0,0,0.0
1457,Anderson Ltd,NGO,Retail,Low,SG,0,0,0,0,0,0.5
1458,Moss Ltd,Financial Institution,Energy/Oil,High,IN,0,0,0,0,1,0.0
1459,Fleming Ltd,Individual,Consulting,Low,FR,0,0,0,0,0,0.0
1460,"Brooks, Thomas and Hanna",Corporate,Import/Export,Medium,DE,0,0,0,0,0,0.5
1461,Woods PLC,Corporate,Crypto Exchange,High,IN,0,0,0,0,0,0.0
1462,Guzman-Kent,NGO,Import/Export,Medium,SY,0,0,0,1,0,0.5
1463,"Anderson, Reynolds and Landry",Corporate,Crypto Exchange,High,SG,0,0,0,0,0,0.0
1464,"Walsh, Rowe and Wright",NGO,Consulting,Low,VE,0,0,0,1,0,0.0
1465,Rodgers-Simmons,Corporate,NGO/Charity,High,LB,0,0,0,0,0,0.0
1466,"Roberson, Boyer and Rogers",NGO,Financial Services,Medium,US,0,0,0,0,1,0.0
1467,Golden Inc,Individual,Energy/Oil,High,FR,0,0,0,0,1,0.0
1468,Benson and Sons,Corporate,Crypto Exchange,High,IN,0,0,0,0,0,0.5
1469,"Young, Moreno and Booth",NGO,Defense/Arms,High,KP,0,0,1,1,1,0.0
1470,Perez-Carter,NGO,Energy/Oil,High,NL,0,0,0,0,1,0.0
1471,Porter PLC,NGO,Tech,Low,AU,0,0,0,0,0,0.5
1472,Johnson Group,NGO,Crypto Exchange,High,DE,0,0,0,0,0,0.0
1473,"Larson, Fry and Logan",Financial Institution,Tech,Low,AF,0,0,0,0,0,0.0
1474,Gutierrez and Sons,Individual,Energy/Oil,High,KP,0,0,1,1,1,0.0
1475,Vega-Villanueva,NGO,Casino/Gambling,High,FR,0,0,0,0,0,0.0
1476,Martinez-Shaw,Corporate,Crypto Exchange,High,CH,0,0,0,0,0,0.5
1477,Fields Ltd,Financial Institution,NGO/Charity,High,CH,0,0,0,0,0,0.0
1478,"Castillo, Lee and Williams",Individual,Consulting,Low,VE,0,0,0,1,0,0.0
1479,Chandler-Scott,Individual,Tech,Low,VE,0,0,0,1,0,0.0
1480,Burns PLC,Financial Institution,NGO/Charity,High,LB,0,0,0,0,0,0.0
1481,Barnes-King,Individual,Financial Services,Medium,NL,0,0,0,0,1,0.0
1482,Hull-Hudson,NGO,NGO/Charity,High,CN,0,0,0,0,0,0.0
1483,Pena-Richardson,Financial Institution,Retail,Low,SY,0,0,0,1,0,0.0
1484,Evans Inc,Financial Institution,Casino/Gambling,High,SY,0,0,0,1,0,0.0
1485,Weaver LLC,NGO,Casino/Gambling,High,AF,0,0,0,0,0,0.0
1486,Hogan Group,Individual,Consulting,Low,CH,0,0,0,0,0,0.0
1487,Swanson-Campbell,Financial Institution,Casino/Gambling,High,RU,0,0,0,1,0,0.0
1488,Walker-Hooper,Financial Institution,Real Estate,Medium,AU,0,0,0,0,0,0.0
1489,Benson-Hernandez,Corporate,Casino/Gambling,High,LB,0,0,0,0,0,0.5
1490,Gardner-Woods,Individual,Defense/Arms,High,SD,0,0,0,1,1,0.0
1491,"Hopkins, Lane and Duncan",Individual,Defense/Arms,High,SG,0,0,0,0,1,0.0
1492,Hawkins Inc,NGO,Real Estate,Medium,CN,0,0,0,0,0,0.0
1493,Salazar and Sons,Corporate,Consulting,Low,LB,0,0,0,0,0,0.0
1494,"Brown, Hunt and Bell",NGO,NGO/Charity,High,AU,0,0,0,0,0,0.0
1495,"Morton, Martinez and Fernandez",Individual,Defense/Arms,High,AE,0,0,0,0,1,0.0
1496,Hernandez and Sons,Financial Institution,Defense/Arms,High,US,0,0,0,0,1,0.0
1497,Hernandez PLC,Corporate,NGO/Charity,High,SY,1,0,0,1,0,0.0
1498,Gonzales Group,NGO,Retail,Low,SG,0,0,0,0,0,0.5
1499,Patel-Jones,NGO,Real Estate,Medium,AE,0,0,0,0,0,0.5
1500,"Harper, Rubio and Ross",Corporate,Tech,Low,JP,0,0,0,0,0,0.0
1501,Young-Singh,Financial Institution,NGO/Charity,High,VE,0,0,0,1,0,0.0
1502,Casey LLC,Corporate,Energy/Oil,High,JP,0,0,0,0,1,0.0
1503,Ward-Harris,Individual,Financial Services,Medium,VE,1,1,0,1,1,0.0
1504,Riley-Wyatt,Corporate,Real Estate,Medium,JP,0,0,0,0,0,0.0
1505,Powell-Webster,NGO,Real Estate,Medium,DE,1,0,0,0,0,0.0
1506,Swanson Inc,NGO,Import/Export,Medium,NL,0,0,0,0,0,0.0
1507,"Taylor, Barker and Hall",Corporate,NGO/Charity,High,SY,0,0,0,1,0,0.0
1508,Lopez Inc,Individual,Defense/Arms,High,CA,0,0,0,0,1,0.0
1509,Mcdonald Ltd,Financial Institution,Casino/Gambling,High,VE,0,0,0,1,0,0.0
1510,Wilson-Nguyen,NGO,Real Estate,Medium,AU,0,0,0,0,0,0.0
1511,White-Lawrence,NGO,Crypto Exchange,High,JP,0,0,0,0,0,0.0
1512,Jones-Kramer,Corporate,NGO/Charity,High,SD,0,0,0,1,0,0.0
1513,Gray-Smith,Corporate,Real Estate,Medium,UK,0,0,0,0,0,0.0
1514,Smith-Zimmerman,Financial Institution,NGO/Charity,High,CA,0,0,0,0,0,0.0
1515,Madden-Brown,Financial Institution,Tech,Low,AE,0,0,0,0,0,0.0
1516,Vasquez PLC,Individual,Retail,Low,SD,0,0,0,1,0,0.0
1517,"Rodriguez, Wagner and Parker",NGO,Energy/Oil,High,IN,0,0,0,0,1,0.0
1518,Fields-Fox,Corporate,Financial Services,Medium,DE,0,0,0,0,1,1.0
1519,Thompson-Tanner,NGO,Financial Services,Medium,KP,0,0,1,1,1,0.0
1520,"Lee, Bell and Gonzales",Corporate,Casino/Gambling,High,CA,0,0,0,0,0,0.0
1521,"Waters, Hunt and Ellis",NGO,NGO/Charity,High,LB,0,0,0,0,0,0.0
1522,"Elliott, Douglas and Russell",Individual,Defense/Arms,High,SD,0,0,0,1,1,0.0
1523,Dillon Group,NGO,Energy/Oil,High,NL,0,0,0,0,1,1.0
1524,"Woodard, Garcia and Spencer",NGO,Retail,Low,CN,0,0,0,0,0,1.0
1525,"Foster, Ford and Obrien",NGO,Financial Services,Medium,JP,0,0,0,0,1,0.0
1526,Turner-Rhodes,Individual,Energy/Oil,High,AE,0,0,0,0,1,0.0
1527,"Orr, Hall and Martin",Individual,Energy/Oil,High,US,0,0,0,0,1,0.0
1528,Smith Ltd,Individual,Real Estate,Medium,SD,0,0,0,1,0,0.0
1529,"Lopez, Schwartz and Stevenson",Financial Institution,Crypto Exchange,High,RU,0,0,0,1,0,0.0
1530,Bright Inc,NGO,Retail,Low,LB,0,0,0,0,0,0.5
1531,Wall PLC,NGO,Casino/Gambling,High,SY,0,0,0,1,0,0.0
1532,Alexander-Moore,Individual,Energy/Oil,High,CA,0,0,0,0,1,0.0
1533,"Jones, Jacobson and Mejia",Financial Institution,Consulting,Low,CH,0,0,0,0,0,0.0
1534,Johnson-Gross,NGO,Financial Services,Medium,CN,0,0,0,0,1,0.0
1535,Gray-Roberts,NGO,Import/Export,Medium,AU,0,0,0,0,0,0.5
1536,Brooks and Sons,Corporate,Real Estate,Medium,SG,0,0,0,0,0,0.0
1537,Ferguson-Franklin,Financial Institution,Retail,Low,SD,0,0,0,1,0,0.0
1538,Butler-Mcdaniel,NGO,Defense/Arms,High,AF,0,1,0,0,1,0.0
1539,Larson Inc,Financial Institution,Defense/Arms,High,RU,0,0,0,1,1,0.0
1540,"Hernandez, Austin and Oconnell",NGO,NGO/Charity,High,IN,0,0,0,0,0,1.0
1541,Chen Ltd,Financial Institution,NGO/Charity,High,AU,0,0,0,0,0,0.0
1542,Santos Ltd,NGO,Retail,Low,AU,0,0,0,0,0,0.5
1543,"Miller, Crawford and Blair",Financial Institution,Casino/Gambling,High,SG,0,0,0,0,0,0.0
1544,Allen PLC,NGO,Financial Services,Medium,CA,0,0,0,0,1,0.0
1545,Dominguez-Foster,Financial Institution,Consulting,Low,DE,0,0,0,0,0,0.0
1546,Castillo Inc,NGO,Casino/Gambling,High,SD,0,0,0,1,0,0.5
1547,Peterson LLC,Financial Institution,Import/Export,Medium,AF,0,0,0,0,0,0.0
1548,Brown and Sons,Individual,Consulting,Low,SD,0,0,0,1,0,0.0
1549,Salas LLC,NGO,NGO/Charity,High,SG,0,0,0,0,0,0.0
1550,Villarreal Ltd,Financial Institution,Tech,Low,SD,0,0,0,1,0,0.0
1551,Reid-Peck,Financial Institution,Casino/Gambling,High,CA,0,0,0,0,0,0.0
1552,Hernandez Group,Corporate,Import/Export,Medium,AE,0,0,0,0,0,1.0
1553,Hale-Harris,NGO,Import/Export,Medium,US,0,0,0,0,0,0.0
1554,Mosley LLC,Individual,Financial Services,Medium,AF,0,0,0,0,1,0.0
1555,"Cooper, Holmes and Williams",NGO,Financial Services,Medium,NL,0,0,0,0,1,0.5
1556,"Mitchell, Brewer and Graham",Financial Institution,Tech,Low,VE,0,0,0,1,0,0.0
1557,Hansen-Burke,Individual,Crypto Exchange,High,IN,0,0,0,0,0,0.0
